Date,Open,High,Low,Close,Adj Close,Volume
2017-02-24,3830.000000,3870.000000,3830.000000,3840.000000,3193.694824,71119600
2017-02-27,3850.000000,3890.000000,3850.000000,3870.000000,3218.645508,54712100
2017-02-28,3860.000000,3900.000000,3850.000000,3850.000000,3202.011475,65928100
2017-03-01,3870.000000,3890.000000,3840.000000,3850.000000,3202.011475,79662500
2017-03-02,3870.000000,3870.000000,3830.000000,3830.000000,3185.377686,59748700
2017-03-03,3820.000000,3870.000000,3810.000000,3850.000000,3202.011475,92350100
2017-03-06,3860.000000,3920.000000,3850.000000,3920.000000,3260.229980,99064100
2017-03-07,3920.000000,3950.000000,3890.000000,3950.000000,3285.180664,61945400
2017-03-08,3920.000000,3930.000000,3880.000000,3880.000000,3226.962402,31336300
2017-03-09,3960.000000,3960.000000,3880.000000,3960.000000,3293.497559,83224900
2017-03-10,3970.000000,3990.000000,3910.000000,3950.000000,3285.180664,70318300
2017-03-13,3940.000000,3970.000000,3920.000000,3950.000000,3285.180664,54433000
2017-03-14,3950.000000,4070.000000,3950.000000,4050.000000,3368.349854,122779100
2017-03-15,4030.000000,4080.000000,4010.000000,4040.000000,3360.033203,80434200
2017-03-16,4060.000000,4150.000000,4060.000000,4140.000000,3443.201904,123306900
2017-03-17,4140.000000,4140.000000,4030.000000,4110.000000,3418.251465,123085600
2017-03-20,4100.000000,4110.000000,4050.000000,4100.000000,3409.934326,87628300
2017-03-21,4060.000000,4120.000000,4060.000000,4090.000000,3401.617676,75349600
2017-03-22,4060.000000,4080.000000,4010.000000,4070.000000,3384.983887,110927600
2017-03-23,4070.000000,4100.000000,4050.000000,4090.000000,3401.617676,72319900
2017-03-24,4080.000000,4110.000000,4050.000000,4080.000000,3393.300781,71877500
2017-03-27,4080.000000,4090.000000,4070.000000,4080.000000,3393.300781,56070700
2017-03-29,4080.000000,4150.000000,4080.000000,4150.000000,3451.519043,84076600
2017-03-30,4140.000000,4170.000000,4110.000000,4140.000000,3443.201904,61410200
2017-03-31,4180.000000,4190.000000,4130.000000,4130.000000,3434.885010,88859000
2017-04-03,4130.000000,4200.000000,4130.000000,4170.000000,3468.153076,66564400
2017-04-04,4170.000000,4290.000000,4170.000000,4250.000000,3534.687744,108165500
2017-04-05,4250.000000,4250.000000,4250.000000,4250.000000,3534.687744,0
2017-04-06,4180.000000,4200.000000,4130.000000,4170.000000,3468.153076,79905800
2017-04-07,4130.000000,4140.000000,4110.000000,4130.000000,3434.885010,72954300
2017-04-10,4110.000000,4140.000000,4090.000000,4100.000000,3409.934326,53211800
2017-04-11,4110.000000,4180.000000,4110.000000,4150.000000,3451.519043,54580200
2017-04-12,4170.000000,4170.000000,4110.000000,4150.000000,3451.519043,33441400
2017-04-13,4150.000000,4170.000000,4090.000000,4090.000000,3401.617676,47225000
2017-04-17,4090.000000,4090.000000,4010.000000,4010.000000,3335.082275,51373500
2017-04-18,4060.000000,4120.000000,4050.000000,4070.000000,3384.983887,68193500
2017-04-19,4070.000000,4070.000000,4070.000000,4070.000000,3384.983887,0
2017-04-20,4030.000000,4150.000000,4030.000000,4110.000000,3418.251465,110208600
2017-04-21,4180.000000,4420.000000,4170.000000,4420.000000,3676.075928,237062100
2017-04-25,4500.000000,4520.000000,4330.000000,4420.000000,3676.075928,213322700
2017-04-26,4380.000000,4410.000000,4360.000000,4400.000000,3659.441650,103930700
2017-04-27,4380.000000,4400.000000,4360.000000,4370.000000,3634.491211,78695300
2017-04-28,4400.000000,4410.000000,4370.000000,4370.000000,3634.491211,124845700
2017-05-02,4410.000000,4450.000000,4380.000000,4410.000000,3667.758789,140198900
2017-05-03,4400.000000,4400.000000,4330.000000,4340.000000,3708.230957,92896600
2017-05-04,4360.000000,4390.000000,4340.000000,4370.000000,3733.864014,100510700
2017-05-05,4350.000000,4360.000000,4330.000000,4340.000000,3708.230957,43566800
2017-05-08,4370.000000,4380.000000,4310.000000,4340.000000,3708.230957,85508700
2017-05-09,4390.000000,4450.000000,4330.000000,4340.000000,3708.230957,90061700
2017-05-10,4340.000000,4410.000000,4330.000000,4370.000000,3733.864014,85484500
2017-05-12,4410.000000,4440.000000,4380.000000,4400.000000,3759.496582,84813500
2017-05-15,4420.000000,4420.000000,4320.000000,4360.000000,3725.319336,88965200
2017-05-16,4390.000000,4390.000000,4340.000000,4340.000000,3708.230957,79436500
2017-05-17,4380.000000,4380.000000,4300.000000,4340.000000,3708.230957,65470700
2017-05-18,4300.000000,4340.000000,4270.000000,4310.000000,3682.598389,78913600
2017-05-19,4300.000000,4650.000000,4300.000000,4530.000000,3870.573486,140860000
2017-05-22,4590.000000,4670.000000,4440.000000,4470.000000,3819.306885,92800400
2017-05-23,4500.000000,4520.000000,4370.000000,4400.000000,3759.496582,70551200
2017-05-24,4360.000000,4410.000000,4330.000000,4360.000000,3725.319336,76441800
2017-05-26,4430.000000,4490.000000,4430.000000,4470.000000,3819.306885,123903300
2017-05-29,4470.000000,4470.000000,4360.000000,4390.000000,3750.952637,69694400
2017-05-30,4350.000000,4380.000000,4330.000000,4330.000000,3699.686768,57720500
2017-05-31,4350.000000,4370.000000,4300.000000,4350.000000,3716.775391,184808900
2017-06-01,4350.000000,4350.000000,4350.000000,4350.000000,3716.775391,0
2017-06-02,4400.000000,4450.000000,4340.000000,4380.000000,3742.408691,168414800
2017-06-05,4340.000000,4380.000000,4300.000000,4340.000000,3708.230957,88200300
2017-06-06,4350.000000,4350.000000,4300.000000,4310.000000,3682.598389,99538800
2017-06-07,4350.000000,4350.000000,4290.000000,4320.000000,3691.142334,99176400
2017-06-08,4320.000000,4320.000000,4300.000000,4300.000000,3674.053955,88979800
2017-06-09,4370.000000,4380.000000,4320.000000,4330.000000,3699.686768,137960200
2017-06-12,4320.000000,4340.000000,4310.000000,4330.000000,3699.686768,52481100
2017-06-13,4340.000000,4360.000000,4330.000000,4360.000000,3725.319336,61967400
2017-06-14,4380.000000,4380.000000,4330.000000,4360.000000,3725.319336,72198600
2017-06-15,4350.000000,4370.000000,4330.000000,4360.000000,3725.319336,50887900
2017-06-16,4330.000000,4440.000000,4330.000000,4370.000000,3733.864014,267351200
2017-06-19,4400.000000,4420.000000,4390.000000,4400.000000,3759.496582,48458800
2017-06-20,4420.000000,4510.000000,4400.000000,4490.000000,3836.395508,93396600
2017-06-21,4480.000000,4530.000000,4460.000000,4520.000000,3862.028809,116596300
2017-06-22,4540.000000,4540.000000,4500.000000,4520.000000,3862.028809,76420700
2017-06-23,4520.000000,4520.000000,4520.000000,4520.000000,3862.028809,0
2017-06-26,4520.000000,4520.000000,4520.000000,4520.000000,3862.028809,0
2017-06-27,4520.000000,4520.000000,4520.000000,4520.000000,3862.028809,0
2017-06-28,4520.000000,4520.000000,4520.000000,4520.000000,3862.028809,0
2017-06-29,4520.000000,4520.000000,4520.000000,4520.000000,3862.028809,0
2017-06-30,4520.000000,4520.000000,4520.000000,4520.000000,3862.028809,0
2017-07-03,4530.000000,4790.000000,4520.000000,4790.000000,4092.724609,213322100
2017-07-04,4710.000000,4730.000000,4590.000000,4590.000000,3921.838623,126977200
2017-07-05,4550.000000,4590.000000,4530.000000,4580.000000,3913.294434,76950600
2017-07-06,4570.000000,4680.000000,4570.000000,4650.000000,3973.104736,74712800
2017-07-07,4640.000000,4690.000000,4630.000000,4630.000000,3956.016113,74859600
2017-07-10,4670.000000,4670.000000,4560.000000,4570.000000,3904.750244,40905200
2017-07-11,4590.000000,4640.000000,4560.000000,4600.000000,3930.383301,59015400
2017-07-12,4580.000000,4640.000000,4580.000000,4620.000000,3947.471924,42386500
2017-07-13,4660.000000,4680.000000,4580.000000,4600.000000,3930.383301,83010800
2017-07-14,4580.000000,4620.000000,4570.000000,4600.000000,3930.383301,61198800
2017-07-17,4570.000000,4650.000000,4570.000000,4650.000000,3973.104736,53983200
2017-07-18,4660.000000,4660.000000,4590.000000,4630.000000,3956.016113,63087200
2017-07-19,4630.000000,4630.000000,4570.000000,4600.000000,3930.383301,31882000
2017-07-20,4620.000000,4650.000000,4600.000000,4630.000000,3956.016113,65946300
2017-07-21,4600.000000,4620.000000,4530.000000,4560.000000,3896.205566,61852600
2017-07-24,4500.000000,4650.000000,4500.000000,4650.000000,3973.104736,139361700
2017-07-25,4680.000000,4740.000000,4640.000000,4720.000000,4032.914795,82776400
2017-07-26,4700.000000,4740.000000,4650.000000,4700.000000,4015.826416,65286900
2017-07-27,4700.000000,4720.000000,4650.000000,4650.000000,3973.104736,79556300
2017-07-28,4670.000000,4720.000000,4660.000000,4700.000000,4015.826416,77012600
2017-07-31,4680.000000,4750.000000,4670.000000,4690.000000,4007.281982,105620500
2017-08-01,4700.000000,4820.000000,4690.000000,4770.000000,4075.636230,98006400
2017-08-02,4800.000000,4840.000000,4780.000000,4800.000000,4101.269043,76646000
2017-08-03,4760.000000,4790.000000,4670.000000,4700.000000,4015.826416,57453500
2017-08-04,4700.000000,4710.000000,4660.000000,4670.000000,3990.193115,53596700
2017-08-07,4670.000000,4730.000000,4660.000000,4670.000000,3990.193115,50259300
2017-08-08,4650.000000,4690.000000,4650.000000,4690.000000,4007.281982,55006100
2017-08-09,4670.000000,4720.000000,4670.000000,4710.000000,4024.370361,67040700
2017-08-10,4720.000000,4730.000000,4700.000000,4710.000000,4024.370361,36139000
2017-08-11,4690.000000,4700.000000,4660.000000,4680.000000,3998.738037,61681900
2017-08-14,4720.000000,4730.000000,4700.000000,4710.000000,4024.370361,45942500
2017-08-15,4750.000000,4750.000000,4710.000000,4730.000000,4041.459717,62541500
2017-08-16,4750.000000,4780.000000,4730.000000,4770.000000,4075.636230,72564900
2017-08-17,4770.000000,4770.000000,4770.000000,4770.000000,4075.636230,0
2017-08-18,4770.000000,4820.000000,4770.000000,4780.000000,4084.181152,72171800
2017-08-21,4800.000000,4800.000000,4730.000000,4770.000000,4075.636230,36963300
2017-08-22,4800.000000,4810.000000,4770.000000,4790.000000,4092.724609,45279100
2017-08-23,4800.000000,4810.000000,4750.000000,4800.000000,4101.269043,55475800
2017-08-24,4800.000000,4800.000000,4760.000000,4780.000000,4084.181152,59747100
2017-08-25,4800.000000,4810.000000,4770.000000,4770.000000,4075.636230,34666200
2017-08-28,4740.000000,4770.000000,4720.000000,4750.000000,4058.547607,42681600
2017-08-29,4740.000000,4760.000000,4710.000000,4730.000000,4041.459717,66770700
2017-08-30,4720.000000,4760.000000,4720.000000,4740.000000,4050.003174,41010800
2017-08-31,4740.000000,4750.000000,4690.000000,4690.000000,4007.281982,60803000
2017-09-01,4690.000000,4690.000000,4690.000000,4690.000000,4007.281982,0
2017-09-04,4710.000000,4710.000000,4660.000000,4680.000000,3998.738037,74663400
2017-09-05,4670.000000,4680.000000,4620.000000,4650.000000,3973.104736,71280300
2017-09-06,4650.000000,4730.000000,4650.000000,4710.000000,4024.370361,60257800
2017-09-07,4700.000000,4730.000000,4690.000000,4700.000000,4015.826416,47238900
2017-09-08,4670.000000,4720.000000,4670.000000,4720.000000,4032.914795,40939600
2017-09-11,4710.000000,4720.000000,4700.000000,4710.000000,4024.370361,45419200
2017-09-12,4720.000000,4730.000000,4700.000000,4720.000000,4032.914795,68810000
2017-09-13,4650.000000,4730.000000,4650.000000,4690.000000,4007.281982,55115400
2017-09-14,4690.000000,4700.000000,4660.000000,4670.000000,3990.193115,53421400
2017-09-15,4650.000000,4700.000000,4650.000000,4690.000000,4007.281982,112759200
2017-09-18,4680.000000,4720.000000,4660.000000,4710.000000,4024.370361,61345400
2017-09-19,4690.000000,4720.000000,4680.000000,4710.000000,4024.370361,54676900
2017-09-20,4690.000000,4710.000000,4680.000000,4690.000000,4007.281982,58141200
2017-09-21,4690.000000,4690.000000,4690.000000,4690.000000,4007.281982,0
2017-09-22,4690.000000,4690.000000,4610.000000,4640.000000,3964.560059,100046700
2017-09-25,4620.000000,4670.000000,4610.000000,4650.000000,3973.104736,33070000
2017-09-26,4640.000000,4710.000000,4640.000000,4690.000000,4007.281982,83557100
2017-09-27,4690.000000,4710.000000,4680.000000,4700.000000,4015.826416,60995800
2017-09-28,4720.000000,4740.000000,4710.000000,4710.000000,4024.370361,105241200
2017-09-29,4700.000000,4750.000000,4670.000000,4680.000000,3998.738037,202031900
2017-10-02,4690.000000,4690.000000,4660.000000,4680.000000,3998.738037,79696400
2017-10-03,4650.000000,4700.000000,4640.000000,4690.000000,4007.281982,113933700
2017-10-04,4660.000000,4710.000000,4660.000000,4690.000000,4007.281982,101963100
2017-10-05,4680.000000,4690.000000,4640.000000,4660.000000,3981.648682,164687600
2017-10-06,4680.000000,4680.000000,4630.000000,4660.000000,3981.648682,83595800
2017-10-09,4640.000000,4660.000000,4610.000000,4620.000000,3947.471924,73027700
2017-10-10,4650.000000,4650.000000,4510.000000,4530.000000,3870.573486,95524700
2017-10-11,4540.000000,4550.000000,4310.000000,4400.000000,3759.496582,365951800
2017-10-12,4380.000000,4490.000000,4370.000000,4440.000000,3793.673828,163091000
2017-10-13,4440.000000,4450.000000,4400.000000,4430.000000,3785.129883,122491000
2017-10-16,4380.000000,4480.000000,4380.000000,4450.000000,3802.218506,167517000
2017-10-17,4400.000000,4410.000000,4320.000000,4400.000000,3759.496582,286827400
2017-10-18,4400.000000,4400.000000,4190.000000,4300.000000,3674.053955,379725700
2017-10-19,4230.000000,4250.000000,4180.000000,4210.000000,3597.155029,231274800
2017-10-20,4250.000000,4290.000000,4200.000000,4270.000000,3648.421143,107642900
2017-10-23,4270.000000,4320.000000,4240.000000,4250.000000,3631.332031,118213500
2017-10-24,4270.000000,4270.000000,4230.000000,4230.000000,3614.243896,69942200
2017-10-25,4210.000000,4230.000000,4060.000000,4090.000000,3494.623535,308355300
2017-10-26,4010.000000,4260.000000,4010.000000,4160.000000,3554.433350,348271000
2017-10-27,4190.000000,4200.000000,4080.000000,4150.000000,3545.889160,122923500
2017-10-30,4150.000000,4180.000000,4080.000000,4080.000000,3486.079102,140445100
2017-10-31,4150.000000,4150.000000,4030.000000,4030.000000,3443.357178,111757900
2017-11-01,4070.000000,4080.000000,3910.000000,3950.000000,3375.002686,267366500
2017-11-02,3980.000000,4110.000000,3970.000000,4030.000000,3443.357178,154764900
2017-11-03,4050.000000,4100.000000,4010.000000,4090.000000,3494.623535,80926400
2017-11-06,4100.000000,4210.000000,4070.000000,4190.000000,3580.066406,177511800
2017-11-07,4180.000000,4210.000000,4160.000000,4190.000000,3580.066406,84694700
2017-11-08,4160.000000,4160.000000,4100.000000,4100.000000,3503.167480,145225500
2017-11-09,4100.000000,4180.000000,4100.000000,4160.000000,3554.433350,91933800
2017-11-10,4130.000000,4160.000000,4120.000000,4120.000000,3520.256104,56993800
2017-11-13,4130.000000,4160.000000,4100.000000,4100.000000,3503.167480,92109100
2017-11-14,4100.000000,4110.000000,4070.000000,4080.000000,3486.079102,64809800
2017-11-15,4090.000000,4180.000000,4080.000000,4130.000000,3528.800537,96128400
2017-11-16,4150.000000,4230.000000,4150.000000,4200.000000,3588.610840,134137000
2017-11-17,4200.000000,4230.000000,4200.000000,4200.000000,3588.610840,80261800
2017-11-20,4220.000000,4220.000000,4150.000000,4150.000000,3545.889160,48453900
2017-11-21,4170.000000,4200.000000,4150.000000,4200.000000,3588.610840,96842900
2017-11-22,4220.000000,4220.000000,4190.000000,4200.000000,3588.610840,69602300
2017-11-23,4200.000000,4270.000000,4200.000000,4250.000000,3631.332031,62887900
2017-11-24,4220.000000,4320.000000,4220.000000,4320.000000,3691.142334,87879900
2017-11-27,4320.000000,4350.000000,4280.000000,4300.000000,3674.053955,82769500
2017-11-28,4270.000000,4290.000000,4230.000000,4240.000000,3622.787842,99928100
2017-11-29,4220.000000,4240.000000,4180.000000,4200.000000,3588.610840,79872900
2017-11-30,4200.000000,4220.000000,4150.000000,4150.000000,3545.889160,185905200
2017-12-01,4150.000000,4150.000000,4150.000000,4150.000000,3545.889160,0
2017-12-04,4180.000000,4230.000000,4160.000000,4200.000000,3588.610840,78040500
2017-12-05,4210.000000,4220.000000,4180.000000,4200.000000,3588.610840,96504800
2017-12-06,4160.000000,4210.000000,4160.000000,4200.000000,3588.610840,92126500
2017-12-07,4200.000000,4210.000000,4160.000000,4200.000000,3588.610840,52703100
2017-12-08,4150.000000,4200.000000,4120.000000,4140.000000,3537.344727,88536500
2017-12-11,4110.000000,4150.000000,4110.000000,4140.000000,3537.344727,47625800
2017-12-12,4150.000000,4190.000000,4150.000000,4170.000000,3562.978027,63036000
2017-12-13,4150.000000,4200.000000,4150.000000,4200.000000,3588.610840,49020200
2017-12-14,4220.000000,4250.000000,4200.000000,4250.000000,3631.332031,61517800
2017-12-15,4200.000000,4240.000000,4180.000000,4230.000000,3614.243896,77110600
2017-12-18,4250.000000,4250.000000,4170.000000,4240.000000,3622.787842,47756500
2017-12-19,4200.000000,4200.000000,4170.000000,4190.000000,3580.066406,85383600
2017-12-20,4190.000000,4200.000000,4160.000000,4160.000000,3554.433350,87778400
2017-12-21,4190.000000,4250.000000,4170.000000,4250.000000,3631.332031,83893400
2017-12-22,4250.000000,4300.000000,4210.000000,4300.000000,3674.053955,50330400
2017-12-25,4300.000000,4300.000000,4300.000000,4300.000000,3674.053955,0
2017-12-26,4300.000000,4300.000000,4300.000000,4300.000000,3674.053955,0
2017-12-27,4270.000000,4310.000000,4270.000000,4300.000000,3674.053955,32211800
2017-12-28,4300.000000,4390.000000,4270.000000,4390.000000,3750.952637,88576700
2017-12-29,4390.000000,4460.000000,4390.000000,4440.000000,3793.673828,110053200
2018-01-01,4440.000000,4440.000000,4440.000000,4440.000000,3793.673828,0
2018-01-02,4430.000000,4460.000000,4380.000000,4410.000000,3768.041260,66075600
2018-01-03,4380.000000,4380.000000,4200.000000,4230.000000,3614.243896,129205000
2018-01-04,4230.000000,4250.000000,4190.000000,4220.000000,3605.699219,77953300
2018-01-05,4220.000000,4280.000000,4200.000000,4280.000000,3656.965088,55863000
2018-01-08,4250.000000,4290.000000,4250.000000,4260.000000,3639.876709,42916700
2018-01-09,4240.000000,4240.000000,4180.000000,4200.000000,3588.610840,100497400
2018-01-10,4200.000000,4250.000000,4180.000000,4190.000000,3580.066406,95004000
2018-01-11,4200.000000,4200.000000,4150.000000,4170.000000,3562.978027,80524900
2018-01-12,4160.000000,4190.000000,4130.000000,4130.000000,3528.800537,70976800
2018-01-15,4160.000000,4170.000000,4100.000000,4120.000000,3520.256104,71388000
2018-01-16,4150.000000,4220.000000,4120.000000,4210.000000,3597.155029,84393300
2018-01-17,4210.000000,4220.000000,4180.000000,4200.000000,3588.610840,77197700
2018-01-18,4210.000000,4240.000000,4160.000000,4170.000000,3562.978027,100089500
2018-01-19,4190.000000,4190.000000,4120.000000,4160.000000,3554.433350,70890100
2018-01-22,4120.000000,4160.000000,4120.000000,4130.000000,3528.800537,83090400
2018-01-23,4160.000000,4160.000000,4030.000000,4090.000000,3494.623535,184176500
2018-01-24,4090.000000,4090.000000,3970.000000,3980.000000,3400.635986,241779600
2018-01-25,3980.000000,4020.000000,3920.000000,3970.000000,3392.091553,232552500
2018-01-26,3990.000000,4160.000000,3990.000000,4150.000000,3545.889160,246067800
2018-01-29,4170.000000,4180.000000,4030.000000,4070.000000,3477.534668,156356300
2018-01-30,4020.000000,4040.000000,3960.000000,3970.000000,3392.091553,140694300
2018-01-31,3960.000000,4060.000000,3950.000000,3990.000000,3409.180176,112276200
2018-02-01,4030.000000,4070.000000,3980.000000,3980.000000,3400.635986,102291000
2018-02-02,4030.000000,4030.000000,4000.000000,4000.000000,3417.724365,71707200
2018-02-05,3950.000000,4030.000000,3920.000000,4010.000000,3426.268555,70792500
2018-02-06,3950.000000,3990.000000,3930.000000,3940.000000,3366.458740,146207400
2018-02-07,3990.000000,4020.000000,3950.000000,3980.000000,3400.635986,120081100
2018-02-08,3980.000000,4040.000000,3940.000000,4020.000000,3434.813232,101865000
2018-02-09,3970.000000,4000.000000,3940.000000,3950.000000,3375.002686,78255000
2018-02-12,3950.000000,3990.000000,3950.000000,3960.000000,3383.547363,58535200
2018-02-13,3990.000000,4060.000000,3980.000000,4040.000000,3451.901855,79288000
2018-02-14,4050.000000,4080.000000,3990.000000,4040.000000,3451.901855,63313200
2018-02-15,4050.000000,4060.000000,4000.000000,4010.000000,3426.268555,32896000
2018-02-16,4010.000000,4010.000000,4010.000000,4010.000000,3426.268555,0
2018-02-19,4050.000000,4080.000000,4040.000000,4050.000000,3460.446045,89429500
2018-02-20,4080.000000,4080.000000,4040.000000,4070.000000,3477.534668,53466600
2018-02-21,4040.000000,4080.000000,4020.000000,4070.000000,3477.534668,74130200
2018-02-22,4070.000000,4070.000000,4010.000000,4010.000000,3426.268555,91272600
2018-02-23,4030.000000,4040.000000,4010.000000,4030.000000,3443.357178,59706400
2018-02-26,4050.000000,4050.000000,4010.000000,4030.000000,3443.357178,56293900
2018-02-27,4030.000000,4030.000000,3960.000000,4020.000000,3434.813232,81554100
2018-02-28,3970.000000,4050.000000,3970.000000,4000.000000,3417.724365,94528200
2018-03-01,4050.000000,4090.000000,4020.000000,4060.000000,3468.990479,84215600
2018-03-02,4060.000000,4070.000000,4030.000000,4070.000000,3477.534668,61410200
2018-03-05,4050.000000,4060.000000,4000.000000,4020.000000,3434.813232,56394900
2018-03-06,4050.000000,4060.000000,4020.000000,4020.000000,3434.813232,59010500
2018-03-07,4000.000000,4040.000000,3980.000000,4000.000000,3417.724365,100646000
2018-03-08,4050.000000,4140.000000,4020.000000,4140.000000,3537.344727,152547000
2018-03-09,4150.000000,4160.000000,4090.000000,4150.000000,3545.889160,97354700
2018-03-12,4170.000000,4200.000000,4130.000000,4200.000000,3588.610840,87344000
2018-03-13,4160.000000,4180.000000,4080.000000,4090.000000,3494.623535,96605900
2018-03-14,4070.000000,4090.000000,4040.000000,4060.000000,3468.990479,74296000
2018-03-15,4030.000000,4040.000000,3930.000000,3930.000000,3357.914063,133775500
2018-03-16,3930.000000,3950.000000,3820.000000,3820.000000,3263.927002,208216200
2018-03-19,3860.000000,3900.000000,3810.000000,3820.000000,3263.927002,111808000
2018-03-20,3800.000000,3810.000000,3640.000000,3660.000000,3127.218262,254154700
2018-03-21,3660.000000,3720.000000,3630.000000,3710.000000,3169.939453,152085900
2018-03-22,3720.000000,3810.000000,3690.000000,3700.000000,3161.395264,132850400
2018-03-23,3520.000000,3690.000000,3520.000000,3660.000000,3127.218262,104485500
2018-03-26,3600.000000,3650.000000,3580.000000,3590.000000,3067.407471,104993600
2018-03-27,3630.000000,3650.000000,3540.000000,3560.000000,3041.774658,106157400
2018-03-28,3570.000000,3620.000000,3540.000000,3570.000000,3050.319336,83907700
2018-03-29,3580.000000,3600.000000,3530.000000,3600.000000,3075.951904,106930200
2018-03-30,3600.000000,3600.000000,3600.000000,3600.000000,3075.951904,0
2018-04-02,3640.000000,3680.000000,3600.000000,3670.000000,3135.761963,63944000
2018-04-03,3640.000000,3670.000000,3620.000000,3630.000000,3101.584717,57234700
2018-04-04,3630.000000,3660.000000,3570.000000,3600.000000,3075.951904,80976000
2018-04-05,3650.000000,3690.000000,3650.000000,3680.000000,3144.306396,102973700
2018-04-06,3680.000000,3690.000000,3650.000000,3650.000000,3118.673584,62905500
2018-04-09,3630.000000,3780.000000,3630.000000,3770.000000,3221.205566,114947800
2018-04-10,3740.000000,3880.000000,3730.000000,3860.000000,3298.104248,138847700
2018-04-11,3850.000000,3890.000000,3850.000000,3870.000000,3306.648682,58454500
2018-04-12,3830.000000,3860.000000,3740.000000,3750.000000,3204.116699,76340800
2018-04-13,3760.000000,3780.000000,3630.000000,3660.000000,3127.218262,88313600
2018-04-16,3660.000000,3660.000000,3660.000000,3660.000000,3127.218262,0
2018-04-17,3660.000000,3660.000000,3660.000000,3660.000000,3127.218262,0
2018-04-18,3720.000000,3770.000000,3710.000000,3770.000000,3221.205566,65927000
2018-04-19,3770.000000,3770.000000,3770.000000,3770.000000,3221.205566,0
2018-04-20,3770.000000,3770.000000,3770.000000,3770.000000,3221.205566,0
2018-04-23,3720.000000,3780.000000,3720.000000,3750.000000,3204.116699,72362700
2018-04-24,3810.000000,3830.000000,3770.000000,3830.000000,3272.471191,81396500
2018-04-25,3830.000000,3830.000000,3830.000000,3830.000000,3272.471191,0
2018-04-26,3830.000000,3830.000000,3830.000000,3830.000000,3272.471191,0
2018-04-27,3830.000000,3830.000000,3830.000000,3830.000000,3272.471191,0
2018-04-30,3750.000000,3870.000000,3750.000000,3830.000000,3272.471191,95418200
2018-05-01,3830.000000,3830.000000,3830.000000,3830.000000,3272.471191,0
